district,mandal,village,lat,long,date,groundwater_level
NALGONDA,Marriguda,Marriguda,78.86,16.94,1/5/2023,8.03
NALGONDA,Gattuppal,Namapur,78.93,17.03,1/5/2023,3.25
NALGONDA,Marriguda,Sarampet,78.9,16.99,1/5/2023,9.05
NALGONDA,Marriguda,Shivannagudam,79.02,16.98,1/5/2023,6.28
NALGONDA,Marriguda,Shivannagudam,78.89,17,1/5/2023,2.87
NALGONDA,Miryalaguda,B.Annaram,79.56,16.78,1/5/2023,2.29
NALGONDA,Miryalaguda,Kothagudem,79.6,16.82,1/5/2023,
NALGONDA,Munugode,Kistapur,79.02,17.16,1/5/2023,5.46
NALGONDA,Munugode,Kompalli,78.99,17.1,1/5/2023,6.65
NALGONDA,Munugode,Munugode,79.08,17.07,1/5/2023,6.2
NALGONDA,Nakrekal,Arlagaddagudam,79.4,17.14,1/5/2023,7.99
NALGONDA,Nakrekal,Nakrekal,79.42,17.16,1/5/2023,5.77
NALGONDA,Nakrekal,Palem,79.45,17.23,1/5/2023,7.61
NALGONDA,Nakrekal,Vallabhapur,79.48,17.24,1/5/2023,1.26
NALGONDA,Nalgonda,Mushampally,79.32,16.97,1/5/2023,5.1
NALGONDA,Nalgonda,Nalgonda,79.25,17.04,1/5/2023,
NALGONDA,Nalgonda,Narsingbhatla,79.15,17.02,1/5/2023,9.1
NALGONDA,Nalgonda,Panagal,79.31,17.08,1/5/2023,1.89
NALGONDA,Nalgonda,S L B C G V guda,79.3,17.06,1/5/2023,5.8
NALGONDA,Nalgonda,Seetarampuram,79.22,17.11,1/5/2023,7.28
NALGONDA,Nalgonda,Velugupally,79.31,16.99,1/5/2023,9.4
NALGONDA,Nakrekal,Akkenepally,79.24,17.29,1/5/2023,1.46
NALGONDA,Nakrekal,Narketpalli,79.19,17.2,1/5/2023,11.33
NALGONDA,Neredugommu,Kothapally,79.03,16.57,1/5/2023,3.45
NALGONDA,Neredugommu,Neradugomma,78.97,16.6,1/5/2023,13.18
NALGONDA,Nidamanur,Nidamanur,79.29,16.84,1/5/2023,6.6
NALGONDA,Nidamanur,Thummadam,79.43,16.81,1/5/2023,5.65
NALGONDA,Pedda_adiserlapalle,Angadipet,79.08,16.72,1/5/2023,5.17
NALGONDA,Pedda_adiserlapalle,Azmapur,79.08,16.6,1/5/2023,7.16
NALGONDA,Saligouraram,P.Kondaram,79.42,17.25,1/5/2023,
NALGONDA,Peddavura,Peddavoora,79.19,16.74,1/5/2023,2.95
NALGONDA,Peddavura,Pulicherla,79.17,16.66,1/5/2023,5.4
NALGONDA,Peddavura,Velmaguda,79.18,16.78,1/5/2023,8.92
NALGONDA,Peddavura,Vijayapuri North,79.29,16.58,1/5/2023,28.8
NALGONDA,Saligouraram,Baironibanda,79.3,17.3,1/5/2023,10.23
NALGONDA,Saligouraram,P.Kondaram,79.42,17.25,1/5/2023,4.75
NALGONDA,Saligouraram,Vallala,79.39,17.24,1/5/2023,6.72
NALGONDA,Thipparthi,Pedda Suraram,79.36,17.1,1/5/2023,8.59
NALGONDA,Thipparthi,Thipparthy,79.42,17.01,1/5/2023,3.14
NALGONDA,Thipparthi,Mamidala,79.47,17.07,1/5/2023,9.75
NALGONDA,Tirumalagiri_Sagar,Nellikal,79.3,16.65,1/5/2023,16.03
NALGONDA,Vemulapalle,Bommakal,79.52,17.03,1/5/2023,7
NALGONDA,Vemulapalle,Settipalem,79.55,16.95,1/5/2023,5.92
NARAYANPET,Damaragidda,Kanukurthy,77.47,16.89,1/5/2023,8.43
NARAYANPET,Dhanwada,DHANWADA ,77.66,16.64,1/5/2023,9.05
NARAYANPET,Kosgi,Kosigi,77.71,16.98,1/5/2023,6.75
NARAYANPET,Krishna,Chegunta,77.32,16.47,1/5/2023,9.03
NARAYANPET,Krishna,Hindhupur,77.35,16.42,1/5/2023,5.19
NARAYANPET,Maddur,Maddur,77.61,16.86,1/5/2023,13.38
NARAYANPET,Maganoor,Maganur,77.43,16.45,1/5/2023,9.1
NARAYANPET,Makthal,Makthal,77.5,16.5,1/5/2023,4.75
NARAYANPET,Marikal,Marikal,77.7,16.59,1/5/2023,12.05
NARAYANPET,Narayanpet,Appireddypally  ,77.57,16.73,1/5/2023,7.61
NARAYANPET,Narayanpet,Kollampally,77.62,16.67,1/5/2023,5.58
NARAYANPET,Narayanpet,Kotakonda,77.64,16.75,1/5/2023,8.3
NARAYANPET,Narayanpet,Narayanapet,77.48,16.74,1/5/2023,6.3
